file_name,state,city,agency,station_location,start_month,start_month_num,start_year,latitude,longitude
DL011,Delhi,Delhi,IMD,"Aya Nagar, Delhi ",September,9,2010,28.476491,77.1329132
DL012,Delhi,Delhi,DPCC,"Mandir Marg, Delhi ",May,5,2011,28.6339606,77.2003193
DL013,Delhi,Delhi,DPCC,"R K Puram, Delhi ",May,5,2011,28.5660075,77.1767435
DL014,Delhi,Delhi,DPCC,"Punjabi Bagh, Delhi ",June,6,2011,28.66197529999999,77.1241557
DL015,Delhi,Delhi,DPCC,"Anand Vihar, Delhi ",August,8,2012,28.6530481,77.30824249999999
DL016,Delhi,Delhi,IMD,"IGI Airport (T3), Delhi ",December,12,2013,28.5550838,77.0844015
DL017,Delhi,Delhi,IMD,"Lodhi Road, Delhi ",January,1,2014,28.591085,77.2279773
DL018,Delhi,Delhi,CPCB,"East Arjun Nagar, Delhi ",November,11,2017,28.65617319999999,77.29474669999999
DL019,Delhi,Delhi,DPCC,"Okhla Phase 2, Delhi ",February,2,2018,28.5357628,77.2764329
DL020,Delhi,Delhi,DPCC,"Wazirpur, Delhi ",February,2,2018,28.69832259999999,77.16958149999999
DL021,Delhi,Delhi,DPCC,"Najafgarh, Delhi ",February,2,2018,28.6090126,76.9854526
DL022,Delhi,Delhi,DPCC,"Narela, Delhi ",February,2,2018,28.8548818,77.08921509999999
DL023,Delhi,Delhi,DPCC,"Sonia Vihar, Delhi ",February,2,2018,28.7332472,77.2495891
DL024,Delhi,Delhi,DPCC,"Rohini, Delhi ",February,2,2018,28.7162092,77.1170743
DL025,Delhi,Delhi,DPCC,"Nehru Nagar, Delhi ",February,2,2018,28.5706035,77.2505733
DL026,Delhi,Delhi,DPCC,"Vivek Vihar, Delhi ",February,2,2018,28.6712458,77.3176541
DL027,Delhi,Delhi,DPCC,"Patparganj, Delhi ",February,2,2018,28.6348021,77.3046485
DL028,Delhi,Delhi,DPCC,"Dr. Karni Singh Shooting Range, Delhi ",March,3,2018,28.4997268,77.2670954
DL029,Delhi,Delhi,DPCC,"Major Dhyan Chand National Stadium, Delhi ",March,3,2018,28.612569,77.2367984
DL030,Delhi,Delhi,DPCC,"Dwarka Sector 8, Delhi ",March,3,2018,28.5720379,77.070837
DL031,Delhi,Delhi,DPCC,"Ashok Vihar, Delhi ",March,3,2018,28.6909791,77.17652389999999
DL032,Delhi,Delhi,DPCC,"Jawaharlal Nehru Stadium, Delhi ",March,3,2018,28.5829248,77.2343521
DL033,Delhi,Delhi,DPCC,"Jahangirpuri, Delhi ",March,3,2018,28.7296171,77.16663129999999
DL034,Delhi,Delhi,DPCC,"Sri Aurobindo Marg, Delhi ",July,7,2018,28.5563118,77.2063312
DL035,Delhi,Delhi,DPCC,"Bawana, Delhi ",July,7,2018,28.793229,77.0483355
DL036,Delhi,Delhi,DPCC,"Mundka, Delhi ",July,7,2018,28.6819261,77.0308105
DL037,Delhi,Delhi,DPCC,"Pusa, Delhi ",July,7,2018,28.6376724,77.1571443
DL038,Delhi,Delhi,DPCC,"Alipur, Delhi ",November,11,2018,28.7972263,77.13313629999999
DL039,Delhi,Delhi,IITM,"Lodhi Road, Delhi ",November,11,2020,28.591085,77.2279773
DL040,Delhi,Delhi,IITM,"Chandni Chowk, Delhi ",November,11,2020,28.6403888,77.20878479999999
GJ001,Gujarat,Ahmedabad,GPCB,"Maninagar, Ahmedabad ",November,11,2010,22.995165,72.604097
GJ002,Gujarat,Ankleshwar,GPCB,"GIDC, Ankleshwar ",February,2,2019,21.6180391,73.0228173
GJ003,Gujarat,Vapi,GPCB,"Phase 1 GIDC, Vapi ",February,2,2019,20.3735482,72.9084376
GJ004,Gujarat,Vatva,GPCB,"Phase 4 GIDC, Vatva ",February,2,2019,22.967121,72.64695429999999
GJ005,Gujarat,Gandhinagar,GPCB,"Sector 10, Gandhinagar ",February,2,2019,23.2150981,72.65427319999999
GJ006,Gujarat,Nandesari,Nandesari Ind. Association,"GIDC, Nandesari ",January,1,2020,22.4066333,73.0920808
GJ007,Gujarat,Gandhinagar,IITM,"IIPHG Lekawada, Gandhinagar ",June,6,2021,23.2446554,72.6875283
GJ008,Gujarat,Gandhinagar,IITM,"GIFT City, Gandhinagar ",June,6,2021,23.1629053,72.688695
GJ009,Gujarat,Ahmedabad,IITM,"SVPI Airport Hansol, Ahmedabad ",June,6,2021,23.0763962,72.63099969999999
GJ010,Gujarat,Ahmedabad,IITM,"Chandkheda, Ahmedabad ",June,6,2021,23.109098,72.5849179
GJ011,Gujarat,Ahmedabad,IITM,"Rakhial, Ahmedabad ",June,6,2021,23.0213204,72.62392419999999
GJ012,Gujarat,Ahmedabad,IITM,"SAC ISRO Bopal, Ahmedabad ",June,6,2021,23.0407417,72.45642219999999
GJ013,Gujarat,Ahmedabad,IITM,"Gyaspur, Ahmedabad ",June,6,2021,22.9691813,72.53820689999999
GJ014,Gujarat,Ahmedabad,IITM,"Raikhad, Ahmedabad ",June,6,2021,23.0189588,72.5811117
GJ015,Gujarat,Ahmedabad,IITM,"SAC ISRO Satellite, Ahmedabad ",June,6,2021,23.023229,72.51512029999999
GJ016,Gujarat,Ahmedabad,IITM,"Sardar Vallabhbhai Patel Stadium, Ahmedabad ",June,6,2021,23.0409251,72.56474399999999
GJ017,Gujarat,Surat,SMC,"Science Center, Surat ",November,11,2022,21.1702316,72.7955882
HP001,Himachal Pradesh,Baddi,HPPCB,"HIMUDA Complex Phase 1, Baddi ",March,3,2022,30.943874,76.80158639999999
HR001,Haryana,Faridabad,HSPCB,"Sector  16A, Faridabad ",September,9,2010,28.4060902,77.3184825
HR002,Haryana,Gurugram,HSPCB,"Vikas Sadan, Gurugram ",December,12,2015,28.4501238,77.02849379999999
HR003,Haryana,Panchkula,HSPCB,"Sector 6, Panchkula ",December,12,2015,30.706579,76.8545201
HR004,Haryana,Rohtak,HSPCB,"MD University, Rohtak ",January,1,2016,28.9010899,76.5801935
HR005,Haryana,Gurugram,IMD,"NISE Gwal Pahari, Gurugram ",October,10,2016,28.4250849,77.15087179999999
HR006,Haryana,Manesar,HSPCB,"Sector 2 IMT, Manesar ",May,5,2018,28.3654839,76.9369384
HR007,Haryana,Sonipat,HSPCB,"Murthal, Sonipat ",December,12,2018,29.0315896,77.0723807
HR008,Haryana,Bhiwani,HSPCB,"H.B. Colony, Bhiwani ",January,1,2019,28.8082043,76.1361016
HR009,Haryana,Jind,HSPCB,"Police Lines, Jind ",January,1,2019,29.3121254,76.3452001
HR010,Haryana,Dharuhera,HSPCB,"Municipal Corporation Office, Dharuhera ",January,1,2019,28.2056606,76.7914639
HR011,Haryana,Bahadurgarh,HSPCB,"Arya Nagar, Bahadurgarh ",January,1,2019,28.6771177,76.9282948
HR012,Haryana,Yamuna Nagar,HSPCB,"Gobind Pura, Yamuna Nagar ",January,1,2019,30.1501492,77.2850239
HR013,Haryana,Ballabgarh,HSPCB,"Nathu Colony, Ballabgarh ",January,1,2019,28.3426369,77.31772459999999
HR014,Haryana,Ambala,HSPCB,"Patti Mehar, Ambala ",January,1,2019,30.3778718,76.7733263
HR015,Haryana,Kurukshetra,HSPCB,"Sector 7, Kurukshetra ",January,1,2019,29.9698482,76.8733321
HR016,Haryana,Panipat,HSPCB,"Sector 18, Panipat ",January,1,2019,29.4362833,76.9772675
HR017,Haryana,Fatehabad,HSPCB,"Huda Sector, Fatehabad ",January,1,2019,29.5030525,75.4737974
HR018,Haryana,Mandikhera,HSPCB,"General Hospital, Mandikhera ",January,1,2019,27.8966318,76.99166749999999
HR019,Haryana,Karnal,HSPCB,"Sector 12, Karnal ",January,1,2019,29.6955341,76.9995868
HR020,Haryana,Sirsa,HSPCB,"F Block, Sirsa ",January,1,2019,29.5363692,75.01584299999999
HR021,Haryana,Hisar,HSPCB,"Urban Estate II, Hisar ",January,1,2019,29.1405535,75.7396802
HR022,Haryana,Narnaul,HSPCB,"Shastri Nagar, Narnaul ",January,1,2019,28.0636597,76.1116997
HR023,Haryana,Kaithal,HSPCB,"Rishi Nagar, Kaithal ",February,2,2019,29.8029465,76.41436639999999
HR024,Haryana,Palwal,HSPCB,"Shyam Nagar, Palwal ",February,2,2019,28.1482612,77.33316040000001
HR025,Haryana,Faridabad,HSPCB,"Sector 11, Faridabad ",March,3,2020,28.3704165,77.3220128
HR026,Haryana,Faridabad,HSPCB,"New Industrial Town, Faridabad ",March,3,2020,28.3922002,77.301675
HR027,Haryana,Gurugram,HSPCB,"Teri Gram, Gurugram ",March,3,2020,28.4267856,77.14512789999999
HR028,Haryana,Gurugram,HSPCB,"Sector 51, Gurugram ",March,3,2020,28.4320397,77.0686159
HR029,Haryana,Charkhi Dadri,HSPCB,"Mini Secretariat, Charkhi Dadri ",March,3,2020,28.5946828,76.2755277
HR030,Haryana,Faridabad,HSPCB,"Sector 30, Faridabad ",March,3,2020,28.4427368,77.3204489
JH001,Jharkhand,Jorapokhar,JSPCB,"Tata Stadium, Jorapokhar ",May,5,2017,23.708198,86.4139841
JH002,Jharkhand,Dhanbad,JSPCB,"Sardar Patel Nagar, Dhanbad ",February,2,2023,23.8059507,86.4366107
JK001,Jammu and Kashmir,Srinagar,JKSPCB,"Rajbagh, Srinagar ",February,2,2021,34.0661987,74.8287807
KA001,Karnataka,Bengaluru,CPCB,"BTM Layout, Bengaluru ",January,1,2010,12.9165757,77.6101163
KA002,Karnataka,Bengaluru,CPCB,"BWSSB Kadabesanahalli, Bengaluru ",January,1,2010,12.9394137,77.6952031
KA003,Karnataka,Bengaluru,CPCB,"Peenya, Bengaluru ",January,1,2010,13.0285133,77.5196763
KA004,Karnataka,Hubballi,KSPCB,"Deshpande Nagar, Hubballi ",January,1,2015,15.3547598,75.1384848
KA005,Karnataka,Bengaluru,KSPCB,"City Railway Station, Bengaluru ",December,12,2015,12.977188,77.565386
KA006,Karnataka,Bengaluru,KSPCB,"Sanegurava Halli, Bengaluru ",December,12,2015,13.1023635,77.4926263
KA007,Karnataka,Bengaluru,KSPCB,"Silk Board, Bengaluru ",June,6,2018,12.9177099,77.62378629999999
KA008,Karnataka,Bengaluru,KSPCB,"Hebbal, Bengaluru ",June,6,2018,13.0353557,77.59878739999999
KA009,Karnataka,Kolar,KSPCB,"Tamaka Ind. Area, Kolar ",June,6,2018,13.1332532,78.1721958
KA010,Karnataka,Bengaluru,KSPCB,"Bapuji Nagar, Bengaluru ",June,6,2018,12.95678,77.53972929999999
KA011,Karnataka,Chikkaballapur,KSPCB,"Chikkaballapur Rural, Chikkaballapur ",June,6,2018,13.4290654,77.73304739999999
KA012,Karnataka,Bengaluru,KSPCB,"Jayanagar 5th Block, Bengaluru ",June,6,2018,12.9196037,77.583381
KA013,Karnataka,Kalaburagi,KSPCB,"Lal Bahadur Shastri Nagar, Kalaburagi ",July,7,2018,17.3203897,76.8194767
KA014,Karnataka,Bengaluru,KSPCB,"Hombegowda Nagar, Bengaluru ",July,7,2018,12.9375448,77.5948946
KA015,Karnataka,Mysuru,KSPCB,"Hebbal 1st Stage, Mysuru ",July,7,2019,12.3500813,76.6209903
KA016,Karnataka,Chamarajanagar,KSPCB,"Urban, Chamarajanagar ",July,7,2019,11.9271328,76.9326167
KA017,Karnataka,Ramanagara,KSPCB,"Vijay Nagar, Ramanagara ",September,9,2019,13.0428573,77.581869
KA018,Karnataka,Yadgir,KSPCB,"Collector Office, Yadgir ",September,9,2019,16.5744123,76.9254434
KA019,Karnataka,Chikkamagaluru,KSPCB,"Kalyana Nagara, Chikkamagaluru ",January,1,2020,13.33168,75.79608
KA020,Karnataka,Shivamogga,KSPCB,"Vinoba Nagara, Shivamogga ",January,1,2020,13.945395,75.5538712
KA021,Karnataka,Vijayapura,KSPCB,"Ibrahimpur, Vijayapura ",January,1,2020,16.8034264,75.7199513
KA022,Karnataka,Bagalkot,KSPCB,"Vidayagiri, Bagalkot ",January,1,2020,16.1756049,75.6586295
KA023,Karnataka,Madikeri,KSPCB,"Stuart Hill, Madikeri ",October,10,2020,12.4152774,75.74587079999999
KA024,Karnataka,Koppal,KSPCB,"Diwator Nagar, Koppal ",December,12,2020,15.3500492,76.1646475
KA025,Karnataka,Raichur,KSPCB,"Haji Colony, Raichur ",December,12,2020,16.2108191,77.34823519999999
KA026,Karnataka,Mangalore,KSPCB,"Kadri, Mangalore ",January,1,2021,12.8804608,74.85915779999999
KA027,Karnataka,Bidar,KSPCB,"Naubad, Bidar ",January,1,2021,17.93357,77.4788014
KA028,Karnataka,Gadag,KSPCB,"Panchal Nagar, Gadag ",January,1,2021,15.4195912,75.6397204
KA029,Karnataka,Davanagere,KSPCB,"Devaraj Urs Badavane, Davanagere ",January,1,2021,14.4758107,75.90712719999999
KA030,Karnataka,Udupi,KSPCB,"Brahmagiri, Udupi ",February,2,2021,13.3368614,74.7395159
KA031,Karnataka,Hassan,KSPCB,"B.Katihalli, Hassan ",March,3,2021,13.0126343,76.139243
KA032,Karnataka,Haveri,KSPCB,"Ashwini Nagar, Haveri ",April,4,2022,14.7933682,75.3922237
KA033,Karnataka,Belgaum,KSPCB,"Ramteerth Nagar, Belgaum ",August,8,2022,15.8907358,74.54339879999999
KA034,Karnataka,Dharwad,KSPCB,"Kalabhavan, Dharwad ",August,8,2022,15.4600114,75.0076378
KA035,Karnataka,Tumakuru,KSPCB,"Thimmalapura, Tumakuru ",December,12,2022,13.4000544,77.0160379
KA036,Karnataka,Bengaluru,KSPCB,"RVCE Mailasandra, Bengaluru ",December,12,2022,12.9238466,77.49850339999999
KA037,Karnataka,Kalaburagi,KSPCB,"Mahatma Basaveswar Colony, Kalaburgi ",December,12,2022,17.3368891,76.8497536
KA038,Karnataka,Hubballi,KSPCB,"Lingaraj Nagar, Hubballi ",December,12,2022,15.3708506,75.11294230000001
KA039,Karnataka,Bengaluru,KSPCB,"Shivapura_Peenya, Bengaluru ",February,2,2023,13.0264861,77.5060438
KL001,Kerala,Thiruvananthapuram,Kerala PCB,"Plammoodu, Thiruvananthapuram ",June,6,2017,8.5140567,76.9477422
KL002,Kerala,Eloor,Kerala PCB,"Udyogamandal, Eloor ",May,5,2019,10.0737878,76.3014896
KL003,Kerala,Kochi,Kerala PCB,"Vyttila, Kochi ",January,1,2020,9.9651009,76.3187314
KL004,Kerala,Kozhikode,Kerala PCB,"Palayam, Kozhikode ",January,1,2020,11.2490384,75.7856156
KL005,Kerala,Ernakulam,Kerala PCB,"Kacheripady, Ernakulam ",January,1,2020,9.9882801,76.28121949999999
KL006,Kerala,Thiruvananthapuram,Kerala PCB,"Kariavattom, Thiruvananthapuram ",February,2,2020,8.5678435,76.8908318
KL007,Kerala,Kollam,Kerala PCB,"Polayathode, Kollam ",February,2,2020,8.878704899999999,76.6073332
KL008,Kerala,Kannur,Kerala PCB,"Thavakkara, Kannur ",February,2,2020,11.8701516,75.36905949999999
KL009,Kerala,Thrissur,Kerala PCB,"Corporation Ground, Thrissur ",October,10,2020,10.5219736,76.24121319999999
MH001,Maharashtra,Pune,MPCB,"Karve Road, Pune ",January,1,2010,18.5032136,73.8197545
MH002,Maharashtra,Mumbai,MPCB,"Bandra, Mumbai ",January,1,2010,19.0595596,72.8295287
MH003,Maharashtra,Navi Mumbai,MPCB,"Airoli, Navi Mumbai ",January,1,2010,19.159014,72.9985686
MH004,Maharashtra,Chandrapur,MPCB,"Chauhan Colony, Chandrapur ",July,7,2015,19.9631974,79.3028933
MH005,Maharashtra,Solapur,MPCB,"Solapur, Solapur ",December,12,2015,17.6699734,75.9008118
MH006,Maharashtra,Nagpur,MPCB,"Opp GPO Civil Lines, Nagpur ",April,4,2016,21.15344,79.06989899999999
MH007,Maharashtra,Chandrapur,MPCB,"MIDC Khutala, Chandrapur ",August,8,2016,19.978518,79.2312297
MH008,Maharashtra,Nashik,MPCB,"Gangapur Road, Nashik ",September,9,2016,20.0136811,73.7409985
MH009,Maharashtra,Thane,MPCB,"Pimpleshwar Mandir, Thane ",September,9,2016,19.043812,73.019103
MH010,Maharashtra,Aurangabad,MPCB,"More Chowk Waluj, Aurangabad ",September,9,2017,19.8406027,75.2466299
MH011,Maharashtra,Navi Mumbai,MPCB,"Nerul, Navi Mumbai ",March,3,2019,19.0338457,73.0195871
MH012,Maharashtra,Kalyan,MPCB,"Khadakpada, Kalyan ",June,6,2019,19.2592249,73.12792689999999
MH013,Maharashtra,Mumbai,MPCB,"Colaba, Mumbai ",June,6,2019,18.9067031,72.8147123
MH014,Maharashtra,Mumbai,MPCB,"Worli, Mumbai ",June,6,2019,19.0085959,72.8192943
MH015,Maharashtra,Mumbai,MPCB,"Sion, Mumbai ",June,6,2019,19.0390214,72.86189519999999
MH016,Maharashtra,Mumbai,MPCB,"Vile Parle West, Mumbai ",June,6,2019,19.1071283,72.8367535
MH017,Maharashtra,Mumbai,MPCB,"Borivali East, Mumbai ",June,6,2019,19.2297814,72.86085589999999
MH018,Maharashtra,Mumbai,MPCB,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai ",June,6,2019,19.101522,72.87232399999999
MH019,Maharashtra,Mumbai,MPCB,"Kurla, Mumbai ",June,6,2019,19.0726295,72.8844721
MH020,Maharashtra,Mumbai,MPCB,"Vasai West, Mumbai ",June,6,2019,19.3664631,72.8155136
MH021,Maharashtra,Mumbai,MPCB,"Powai, Mumbai ",June,6,2019,19.1175993,72.9059747
MH022,Maharashtra,Mumbai,IITM,"Navy Nagar Colaba, Mumbai ",November,11,2020,18.8979567,72.81314320000001
MH023,Maharashtra,Mumbai,IITM,"Malad West, Mumbai ",November,11,2020,19.1889541,72.835543
MH024,Maharashtra,Pune,IITM,"Revenue Colony Shivajinagar, Pune ",November,11,2020,18.530263,73.84985879999999
MH025,Maharashtra,Mumbai,IITM,"Chakala Andheri East, Mumbai ",November,11,2020,19.1097712,72.8582672
MH026,Maharashtra,Mumbai,IITM,"Bandra Kurla Complex, Mumbai ",November,11,2020,19.0687893,72.87026469999999
MH027,Maharashtra,Pune,IITM,"Mhada Colony, Pune ",November,11,2020,18.5734634,73.9109977
MH028,Maharashtra,Pune,IITM,"Transport Nagar Nigdi, Pune ",November,11,2020,18.6642824,73.7639658
MH029,Maharashtra,Mumbai,IITM,"Mazgaon, Mumbai ",November,11,2020,18.9697337,72.8406201
MH030,Maharashtra,Pune,IITM,"Bhosari, Pune ",November,11,2020,18.6320627,73.84679779999999
MH031,Maharashtra,Pune,IITM,"Alandi, Pune ",November,11,2020,18.6782865,73.89503359999999
MH032,Maharashtra,Navi Mumbai,IITM,"Sector 19A Nerul, Navi Mumbai ",November,11,2020,19.0280168,73.0265071
MH033,Maharashtra,Mumbai,IITM,"Deonar, Mumbai ",November,11,2020,19.0447048,72.9102511
MH034,Maharashtra,Mumbai,IITM,"Borivali East, Mumbai ",November,11,2020,19.2297814,72.86085589999999
MH035,Maharashtra,Mumbai,IITM,"Khindipada Bhandup West, Mumbai ",December,12,2020,19.1599078,72.9239095
MH036,Maharashtra,Mumbai,MPCB,"Kandivali East, Mumbai ",December,12,2020,19.2051958,72.8626165
MH037,Maharashtra,Mumbai,MPCB,"Mulund West, Mumbai ",December,12,2020,19.1758825,72.95211929999999
MH038,Maharashtra,Pune,IITM,"MIT Kothrud, Pune ",January,1,2021,18.5076778,73.8203238
MH039,Maharashtra,Mumbai,IITM,"Siddharth Nagar Worli, Mumbai ",January,1,2021,18.9978358,72.81388179999999
MH040,Maharashtra,Pune,IITM,"Hadapsar, Pune ",January,1,2021,18.508934,73.92591019999999
MH041,Maharashtra,Navi Mumbai,MPCB,"Mahape, Navi Mumbai ",March,3,2021,19.1083975,73.02031869999999
ML001,Meghalaya,Shillong,Meghalaya PCB,"Lumpyngngad, Shillong ",August,8,2019,25.5585941,91.8984865
ML002,Meghalaya,Shillong,Meghalaya PCB,"JN Stadium, Shillong ",April,4,2022,25.5801,91.8940855
MN001,Manipur,Imphal,Manipur PCB,"Manipur University, Imphal ",April,4,2022,24.8314984,93.9125767
MN002,Manipur,Imphal,Manipur PCB,"DM College of Science, Imphal ",April,4,2022,24.8216168,93.9429582
MP001,Madhya Pradesh,Ujjain,MPPCB,"Mahakaleshwar Temple, Ujjain ",February,2,2017,23.1829374,75.76824719999999
MP002,Madhya Pradesh,Dewas,MPPCB,"Bhopal Chauraha, Dewas ",November,11,2017,22.9687824,76.0635763
MP003,Madhya Pradesh,Pithampur,MPPCB,"Sector 2 Industrial Area, Pithampur ",November,11,2017,22.6236522,75.6557206
MP004,Madhya Pradesh,Singrauli,MPPCB,"Suryakiran Bhawan NCL, Singrauli ",December,12,2017,24.1992146,82.6641734
MP005,Madhya Pradesh,Mandideep,MPPCB,"Sector D Industrial Area, Mandideep ",January,1,2018,23.0992796,77.5114731
MP006,Madhya Pradesh,Satna,Birla Cement,"Bandhavgar Colony, Satna ",February,2,2018,24.5798734,80.8557684
MP007,Madhya Pradesh,Ratlam,IPCA Lab,"Shasthri Nagar, Ratlam ",December,12,2018,23.3320547,75.04594780000001
MP008,Madhya Pradesh,Damoh,MPPCB,"Shrivastav Colony, Damoh ",December,12,2018,23.8184923,79.4338188
MP009,Madhya Pradesh,Maihar,KJS Cements,"Sahilara, Maihar ",February,2,2019,24.2609738,80.71866969999999
MP010,Madhya Pradesh,Katni,MPPCB,"Gole Bazar, Katni ",September,9,2019,23.8327424,80.3978186
MP011,Madhya Pradesh,Indore,MPPCB,"Chhoti Gwaltoli, Indore ",September,9,2019,22.7152096,75.8700466
MP012,Madhya Pradesh,Bhopal,MPPCB,"T T Nagar, Bhopal ",September,9,2019,23.2357524,77.39864709999999
MP013,Madhya Pradesh,Jabalpur,MPPCB,"Marhatal, Jabalpur ",September,9,2019,23.1670639,79.9339608
MP014,Madhya Pradesh,Sagar,MPPCB,"Deen Dayal Nagar, Sagar ",January,1,2020,23.8641966,78.806407
MP015,Madhya Pradesh,Gwalior,MPPCB,"City Center, Gwalior ",January,1,2020,26.2035227,78.1920664
MP016,Madhya Pradesh,Gwalior,Mondelez Ind. Food,"Phool Bagh, Gwalior ",January,1,2020,26.2103607,78.16926889999999
MP017,Madhya Pradesh,Bhopal,MPPCB,"Paryavaran Parisar, Bhopal ",September,9,2022,23.2131634,77.4237816
MP018,Madhya Pradesh,Gwalior,MPPCB,"Maharaj Bada, Gwalior ",October,10,2022,26.1994671,78.1489933
MP019,Madhya Pradesh,Sagar,MPPCB,"Civil Lines, Sagar ",October,10,2022,23.8395502,78.7603726
MP020,Madhya Pradesh,Gwalior,MPPCB,"Deen Dayal Nagar, Gwalior ",December,12,2022,26.2673692,78.20773679999999
MP021,Madhya Pradesh,Bhopal,MPPCB,"Idgah Hills, Bhopal ",February,2,2023,23.2656639,77.385696
MP022,Madhya Pradesh,Indore,Glenmark,"Vijay Nagar Scheme 78, Indore ",March,3,2023,22.7659696,75.89316509999999
MZ001,Mizoram,Aizawl,Mizoram PCB,"Sikulpuikawn, Aizawl ",March,3,2020,23.7173952,92.7181174
NL001,Nagaland,Kohima,NPCB,"PWD Juction, Kohima ",September,9,2020,25.6614282,94.1022119
OR001,Odisha,Brajrajnagar,OSPCB,"GM Office, Brajrajnagar ",April,4,2017,21.8546923,83.92479949999999
OR002,Odisha,Talcher,OSPCB,"Talcher Coalfields,Talcher ",December,12,2017,20.9510738,85.1759703
OR003,Odisha,Suakati,OSPCB,"OMC Colony, Suakati ",November,11,2022,21.6043925,85.5161612
OR004,Odisha,Nayagarh,OSPCB,"Dabuna, Nayagarh ",November,11,2022,21.8424227,85.4104706
OR005,Odisha,Baripada,OSPCB,"Meher Colony, Baripada ",November,11,2022,21.9421833,86.72780589999999
OR006,Odisha,Bileipada,OSPCB,"Tata Township, Bileipada ",November,11,2022,21.8635241,84.9850045
OR007,Odisha,Tensa,OSPCB,"Barsua Iron Ore Mines, Tensa ",November,11,2022,21.8706675,85.14988880000001
OR008,Odisha,Rairangpur,OSPCB,"Divisional Forest Office, Rairangpur ",November,11,2022,22.2656923,86.1747384
OR009,Odisha,Keonjhar,OSPCB,"Jagamohanpur, Keonjhar ",November,11,2022,21.4438457,85.3630451
OR010,Odisha,Rourkela,OSPCB,"Sector 2, Rourkela ",January,1,2023,22.2500845,84.8853956
OR011,Odisha,Rourkela,OSPCB,"Fertilizer Township, Rourkela ",January,1,2023,22.1938715,84.8642924
OR012,Odisha,Rourkela,OSPCB,"Raghunathpali, Rourkela ",February,2,2023,22.2244658,84.81852579999999
PB001,Punjab,Amritsar,PPCB,"Golden Temple, Amritsar ",March,3,2017,31.61998029999999,74.8764849
PB002,Punjab,Mandi Gobindgarh,PPCB,"RIMT University, Mandi Gobindgarh ",April,4,2017,30.6510104,76.32925200000001
PB003,Punjab,Ludhiana,PPCB,"Punjab Agricultural University, Ludhiana ",May,5,2017,30.9020153,75.8082773
PB004,Punjab,Jalandhar,PPCB,"Civil Line, Jalandhar ",February,2,2018,31.2922312,75.5678878
PB005,Punjab,Patiala,PPCB,"Model Town, Patiala ",February,2,2018,30.3448377,76.3708347
PB006,Punjab,Khanna,PPCB,"Kalal Majra, Khanna ",April,4,2018,30.7409308,76.2049712
PB007,Punjab,Rupnagar,Ambuja Cements,"Ratanpura, Rupnagar ",April,4,2018,31.0293638,76.5733862
PB008,Punjab,Bathinda,PPCB,"Hardev Nagar, Bathinda ",June,6,2018,30.2420588,74.9175889
PY001,Puducherry,Puducherry,PPCC,"Jawahar Nagar, Puducherry ",January,1,2021,11.9312834,79.8025673
RJ001,Rajasthan,Jodhpur,RSPCB,"Collectorate, Jodhpur ",December,12,2015,26.2918067,73.0366998
RJ002,Rajasthan,Jaipur,RSPCB,"Adarsh Nagar, Jaipur ",February,2,2017,26.9018769,75.8271749
RJ003,Rajasthan,Jaipur,RSPCB,"Police Commissionerate, Jaipur ",July,7,2017,26.9161068,75.8008639
RJ004,Rajasthan,Bhiwadi,RSPCB,"RIICO Ind. Area III, Bhiwadi ",October,10,2017,28.2039413,76.837441
